Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Trip Duration (min),Request Hour,Request Day,Weekday
5569,City,89,Cancelled,7/15/2016 5:41,,,5,7/15/2016,Friday
5671,City,89,Cancelled,7/15/2016 7:05,,,7,7/15/2016,Friday
6374,City,89,Cancelled,7/15/2016 19:10,,,19,7/15/2016,Friday
4464,City,90,Cancelled,7/14/2016 8:42,,,8,7/14/2016,Thursday
5609,City,90,Cancelled,7/15/2016 6:15,,,6,7/15/2016,Friday
5848,City,90,Cancelled,7/15/2016 9:04,,,9,7/15/2016,Friday
543,City,91,Cancelled,11/7/2016 10:03,,,10,11/7/2016,Monday
2828,City,92,Cancelled,7/13/2016 5:20,,,5,7/13/2016,Wednesday
2993,City,92,Cancelled,7/13/2016 7:05,,,7,7/13/2016,Wednesday
3018,Airport,92,Cancelled,7/13/2016 7:27,,,7,7/13/2016,Wednesday
4155,City,92,Cancelled,7/14/2016 5:06,,,5,7/14/2016,Thursday
2552,City,93,Cancelled,12/7/2016 21:23,,,21,12/7/2016,Wednesday
3430,Airport,93,Cancelled,7/13/2016 16:01,,,16,7/13/2016,Wednesday
4167,City,93,Cancelled,7/14/2016 5:13,,,5,7/14/2016,Thursday
5508,City,93,Cancelled,7/15/2016 5:04,,,5,7/15/2016,Friday
5729,City,93,Cancelled,7/15/2016 7:49,,,7,7/15/2016,Friday
202,City,94,Cancelled,11/7/2016 6:09,,,6,11/7/2016,Monday
341,City,94,Cancelled,11/7/2016 7:46,,,7,11/7/2016,Monday
3049,City,94,Cancelled,7/13/2016 7:43,,,7,7/13/2016,Wednesday
6323,Airport,94,Cancelled,7/15/2016 18:39,,,18,7/15/2016,Friday
6462,City,94,Cancelled,7/15/2016 20:11,,,20,7/15/2016,Friday
3242,City,95,Cancelled,7/13/2016 10:08,,,10,7/13/2016,Wednesday
4499,City,95,Cancelled,7/14/2016 9:01,,,9,7/14/2016,Thursday
3182,City,96,Cancelled,7/13/2016 9:24,,,9,7/13/2016,Wednesday
4173,City,96,Cancelled,7/14/2016 5:08,,,5,7/14/2016,Thursday
4189,City,96,Cancelled,7/14/2016 5:25,,,5,7/14/2016,Thursday
6390,Airport,96,Cancelled,7/15/2016 19:19,,,19,7/15/2016,Friday
1231,City,97,Cancelled,11/7/2016 21:34,,,21,11/7/2016,Monday
1589,City,97,Cancelled,12/7/2016 6:35,,,6,12/7/2016,Wednesday
1815,City,97,Cancelled,12/7/2016 9:20,,,9,12/7/2016,Wednesday
5678,City,97,Cancelled,7/15/2016 7:09,,,7,7/15/2016,Friday
239,City,98,Cancelled,11/7/2016 6:25,,,6,11/7/2016,Monday
551,City,98,Cancelled,11/7/2016 10:10,,,10,11/7/2016,Monday
2097,Airport,98,Cancelled,12/7/2016 16:03,,,16,12/7/2016,Wednesday
2613,Airport,98,Cancelled,12/7/2016 22:06,,,22,12/7/2016,Wednesday
5497,City,98,Cancelled,7/15/2016 5:00,,,5,7/15/2016,Friday
5668,City,98,Cancelled,7/15/2016 7:06,,,7,7/15/2016,Friday
482,City,99,Cancelled,11/7/2016 9:25,,,9,11/7/2016,Monday
544,City,99,Cancelled,11/7/2016 10:07,,,10,11/7/2016,Monday
1227,Airport,99,Cancelled,11/7/2016 21:32,,,21,11/7/2016,Monday
1489,City,99,Cancelled,12/7/2016 5:21,,,5,12/7/2016,Wednesday
2588,Airport,99,Cancelled,12/7/2016 21:45,,,21,12/7/2016,Wednesday
3152,City,99,Cancelled,7/13/2016 8:57,,,8,7/13/2016,Wednesday
5853,City,99,Cancelled,7/15/2016 9:10,,,9,7/15/2016,Friday
2933,City,100,Cancelled,7/13/2016 6:26,,,6,7/13/2016,Wednesday
5543,City,100,Cancelled,7/15/2016 5:30,,,5,7/15/2016,Friday
1356,City,101,Cancelled,11/7/2016 23:42,,,23,11/7/2016,Monday
1403,City,101,Cancelled,12/7/2016 2:39,,,2,12/7/2016,Wednesday
2459,Airport,101,Cancelled,12/7/2016 20:30,,,20,12/7/2016,Wednesday
3023,City,101,Cancelled,7/13/2016 7:27,,,7,7/13/2016,Wednesday
4444,City,101,Cancelled,7/14/2016 8:28,,,8,7/14/2016,Thursday
1733,City,102,Cancelled,12/7/2016 8:23,,,8,12/7/2016,Wednesday
1937,Airport,102,Cancelled,12/7/2016 11:26,,,11,12/7/2016,Wednesday
5614,City,102,Cancelled,7/15/2016 6:14,,,6,7/15/2016,Friday
5718,City,102,Cancelled,7/15/2016 7:39,,,7,7/15/2016,Friday
334,City,103,Cancelled,11/7/2016 7:40,,,7,11/7/2016,Monday
1107,City,103,Cancelled,11/7/2016 20:14,,,20,11/7/2016,Monday
3033,City,103,Cancelled,7/13/2016 7:35,,,7,7/13/2016,Wednesday
3099,City,103,Cancelled,7/13/2016 8:22,,,8,7/13/2016,Wednesday
4302,City,103,Cancelled,7/14/2016 6:48,,,6,7/14/2016,Thursday
4829,City,103,Cancelled,7/14/2016 17:25,,,17,7/14/2016,Thursday
5854,Airport,103,Cancelled,7/15/2016 9:09,,,9,7/15/2016,Friday
427,City,104,Cancelled,11/7/2016 8:48,,,8,11/7/2016,Monday
852,Airport,104,Cancelled,11/7/2016 17:48,,,17,11/7/2016,Monday
1931,City,104,Cancelled,12/7/2016 11:13,,,11,12/7/2016,Wednesday
3292,Airport,104,Cancelled,7/13/2016 11:18,,,11,7/13/2016,Wednesday
5154,Airport,104,Cancelled,7/14/2016 20:19,,,20,7/14/2016,Thursday
5627,City,104,Cancelled,7/15/2016 6:34,,,6,7/15/2016,Friday
5751,City,104,Cancelled,7/15/2016 8:03,,,8,7/15/2016,Friday
308,City,105,Cancelled,11/7/2016 7:22,,,7,11/7/2016,Monday
2890,City,105,Cancelled,7/13/2016 5:55,,,5,7/13/2016,Wednesday
4245,City,105,Cancelled,7/14/2016 5:58,,,5,7/14/2016,Thursday
4423,City,105,Cancelled,7/14/2016 8:18,,,8,7/14/2016,Thursday
212,City,106,Cancelled,11/7/2016 6:09,,,6,11/7/2016,Monday
3034,City,106,Cancelled,7/13/2016 7:39,,,7,7/13/2016,Wednesday
6669,City,106,Cancelled,7/15/2016 22:12,,,22,7/15/2016,Friday
252,City,107,Cancelled,11/7/2016 6:36,,,6,11/7/2016,Monday
391,City,107,Cancelled,11/7/2016 8:24,,,8,11/7/2016,Monday
412,City,107,Cancelled,11/7/2016 8:37,,,8,11/7/2016,Monday
5709,City,107,Cancelled,7/15/2016 7:44,,,7,7/15/2016,Friday
6300,Airport,107,Cancelled,7/15/2016 18:20,,,18,7/15/2016,Friday
381,City,108,Cancelled,11/7/2016 8:16,,,8,11/7/2016,Monday
3030,City,108,Cancelled,7/13/2016 7:32,,,7,7/13/2016,Wednesday
3671,Airport,108,Cancelled,7/13/2016 19:28,,,19,7/13/2016,Wednesday
4186,City,108,Cancelled,7/14/2016 5:24,,,5,7/14/2016,Thursday
4281,City,108,Cancelled,7/14/2016 6:23,,,6,7/14/2016,Thursday
1864,City,109,Cancelled,12/7/2016 9:54,,,9,12/7/2016,Wednesday
2073,City,109,Cancelled,12/7/2016 15:27,,,15,12/7/2016,Wednesday
3113,City,109,Cancelled,7/13/2016 8:36,,,8,7/13/2016,Wednesday
4885,City,109,Cancelled,7/14/2016 17:56,,,17,7/14/2016,Thursday
326,City,110,Cancelled,11/7/2016 7:33,,,7,11/7/2016,Monday
1401,City,110,Cancelled,12/7/2016 2:42,,,2,12/7/2016,Wednesday
2792,City,110,Cancelled,7/13/2016 4:58,,,4,7/13/2016,Wednesday
149,City,111,Cancelled,11/7/2016 5:29,,,5,11/7/2016,Monday
368,City,111,Cancelled,11/7/2016 8:06,,,8,11/7/2016,Monday
1927,City,111,Cancelled,12/7/2016 11:08,,,11,12/7/2016,Wednesday
2068,Airport,112,Cancelled,12/7/2016 15:13,,,15,12/7/2016,Wednesday
2396,Airport,112,Cancelled,12/7/2016 19:52,,,19,12/7/2016,Wednesday
4890,City,112,Cancelled,7/14/2016 17:55,,,17,7/14/2016,Thursday
2117,City,113,Cancelled,12/7/2016 16:33,,,16,12/7/2016,Wednesday
2780,City,113,Cancelled,7/13/2016 4:43,,,4,7/13/2016,Wednesday
4863,Airport,113,Cancelled,7/14/2016 17:40,,,17,7/14/2016,Thursday
5782,City,113,Cancelled,7/15/2016 8:35,,,8,7/15/2016,Friday
188,City,114,Cancelled,11/7/2016 5:54,,,5,11/7/2016,Monday
1699,City,114,Cancelled,12/7/2016 8:02,,,8,12/7/2016,Wednesday
3043,City,114,Cancelled,7/13/2016 7:42,,,7,7/13/2016,Wednesday
3818,Airport,114,Cancelled,7/13/2016 21:06,,,21,7/13/2016,Wednesday
4187,City,114,Cancelled,7/14/2016 5:27,,,5,7/14/2016,Thursday
4381,City,114,Cancelled,7/14/2016 7:45,,,7,7/14/2016,Thursday
4530,City,114,Cancelled,7/14/2016 9:33,,,9,7/14/2016,Thursday
4774,Airport,114,Cancelled,7/14/2016 15:59,,,15,7/14/2016,Thursday
5423,City,114,Cancelled,7/15/2016 2:11,,,2,7/15/2016,Friday
4011,City,115,Cancelled,7/13/2016 23:45,,,23,7/13/2016,Wednesday
4556,City,115,Cancelled,7/14/2016 9:40,,,9,7/14/2016,Thursday
354,City,116,Cancelled,11/7/2016 7:59,,,7,11/7/2016,Monday
1618,City,116,Cancelled,12/7/2016 6:52,,,6,12/7/2016,Wednesday
3019,City,117,Cancelled,7/13/2016 7:25,,,7,7/13/2016,Wednesday
5469,City,117,Cancelled,7/15/2016 4:42,,,4,7/15/2016,Friday
5731,City,117,Cancelled,7/15/2016 7:47,,,7,7/15/2016,Friday
5839,City,117,Cancelled,7/15/2016 8:57,,,8,7/15/2016,Friday
1660,City,118,Cancelled,12/7/2016 7:26,,,7,12/7/2016,Wednesday
3146,City,118,Cancelled,7/13/2016 8:56,,,8,7/13/2016,Wednesday
174,Airport,119,Cancelled,11/7/2016 5:44,,,5,11/7/2016,Monday
321,City,119,Cancelled,11/7/2016 7:30,,,7,11/7/2016,Monday
2973,City,119,Cancelled,7/13/2016 6:57,,,6,7/13/2016,Wednesday
5691,City,119,Cancelled,7/15/2016 7:26,,,7,7/15/2016,Friday
5748,City,119,Cancelled,7/15/2016 7:57,,,7,7/15/2016,Friday
404,City,120,Cancelled,11/7/2016 8:39,,,8,11/7/2016,Monday
2474,Airport,120,Cancelled,12/7/2016 20:35,,,20,12/7/2016,Wednesday
4374,City,120,Cancelled,7/14/2016 7:35,,,7,7/14/2016,Thursday
4461,City,120,Cancelled,7/14/2016 8:36,,,8,7/14/2016,Thursday
4731,City,120,Cancelled,7/14/2016 14:09,,,14,7/14/2016,Thursday
5798,City,120,Cancelled,7/15/2016 8:40,,,8,7/15/2016,Friday
3849,City,121,Cancelled,7/13/2016 21:36,,,21,7/13/2016,Wednesday
5763,City,121,Cancelled,7/15/2016 8:20,,,8,7/15/2016,Friday
5815,City,121,Cancelled,7/15/2016 8:47,,,8,7/15/2016,Friday
5826,City,121,Cancelled,7/15/2016 8:50,,,8,7/15/2016,Friday
3782,City,122,Cancelled,7/13/2016 20:45,,,20,7/13/2016,Wednesday
4630,City,122,Cancelled,7/14/2016 11:17,,,11,7/14/2016,Thursday
437,City,123,Cancelled,11/7/2016 8:59,,,8,11/7/2016,Monday
122,City,124,Cancelled,11/7/2016 5:14,,,5,11/7/2016,Monday
4487,City,124,Cancelled,7/14/2016 8:53,,,8,7/14/2016,Thursday
5551,City,124,Cancelled,7/15/2016 5:30,,,5,7/15/2016,Friday
2927,City,125,Cancelled,7/13/2016 6:19,,,6,7/13/2016,Wednesday
3176,City,125,Cancelled,7/13/2016 9:10,,,9,7/13/2016,Wednesday
3253,City,125,Cancelled,7/13/2016 10:19,,,10,7/13/2016,Wednesday
6759,City,125,Cancelled,7/15/2016 23:59,,,23,7/15/2016,Friday
848,Airport,126,Cancelled,11/7/2016 17:44,,,17,11/7/2016,Monday
1674,City,126,Cancelled,12/7/2016 7:47,,,7,12/7/2016,Wednesday
3159,City,126,Cancelled,7/13/2016 9:11,,,9,7/13/2016,Wednesday
3208,City,126,Cancelled,7/13/2016 9:45,,,9,7/13/2016,Wednesday
2803,City,127,Cancelled,7/13/2016 4:58,,,4,7/13/2016,Wednesday
3232,Airport,127,Cancelled,7/13/2016 10:02,,,10,7/13/2016,Wednesday
4271,City,127,Cancelled,7/14/2016 6:13,,,6,7/14/2016,Thursday
5591,City,127,Cancelled,7/15/2016 5:58,,,5,7/15/2016,Friday
549,City,128,Cancelled,11/7/2016 10:04,,,10,11/7/2016,Monday
1776,Airport,128,Cancelled,12/7/2016 9:02,,,9,12/7/2016,Wednesday
2910,City,128,Cancelled,7/13/2016 6:12,,,6,7/13/2016,Wednesday
492,City,129,Cancelled,11/7/2016 9:32,,,9,11/7/2016,Monday
963,Airport,129,Cancelled,11/7/2016 18:44,,,18,11/7/2016,Monday
1505,City,129,Cancelled,12/7/2016 5:39,,,5,12/7/2016,Wednesday
2923,City,129,Cancelled,7/13/2016 6:23,,,6,7/13/2016,Wednesday
4396,City,129,Cancelled,7/14/2016 7:55,,,7,7/14/2016,Thursday
5639,City,129,Cancelled,7/15/2016 6:44,,,6,7/15/2016,Friday
6348,Airport,129,Cancelled,7/15/2016 18:50,,,18,7/15/2016,Friday
253,City,130,Cancelled,11/7/2016 6:43,,,6,11/7/2016,Monday
379,City,130,Cancelled,11/7/2016 8:18,,,8,11/7/2016,Monday
463,City,130,Cancelled,11/7/2016 9:12,,,9,11/7/2016,Monday
1848,City,130,Cancelled,12/7/2016 9:41,,,9,12/7/2016,Wednesday
2897,City,130,Cancelled,7/13/2016 6:00,,,6,7/13/2016,Wednesday
6398,Airport,130,Cancelled,7/15/2016 19:23,,,19,7/15/2016,Friday
229,City,131,Cancelled,11/7/2016 6:23,,,6,11/7/2016,Monday
1683,City,131,Cancelled,12/7/2016 7:57,,,7,12/7/2016,Wednesday
1728,City,131,Cancelled,12/7/2016 8:20,,,8,12/7/2016,Wednesday
1777,City,131,Cancelled,12/7/2016 8:58,,,8,12/7/2016,Wednesday
1868,City,131,Cancelled,12/7/2016 9:59,,,9,12/7/2016,Wednesday
2801,City,131,Cancelled,7/13/2016 4:57,,,4,7/13/2016,Wednesday
2920,City,131,Cancelled,7/13/2016 6:22,,,6,7/13/2016,Wednesday
5849,City,131,Cancelled,7/15/2016 9:09,,,9,7/15/2016,Friday
1738,City,132,Cancelled,12/7/2016 8:26,,,8,12/7/2016,Wednesday
3107,City,132,Cancelled,7/13/2016 8:28,,,8,7/13/2016,Wednesday
3359,Airport,132,Cancelled,7/13/2016 13:29,,,13,7/13/2016,Wednesday
4021,City,132,Cancelled,7/13/2016 23:56,,,23,7/13/2016,Wednesday
4163,Airport,132,Cancelled,7/14/2016 5:08,,,5,7/14/2016,Thursday
4314,City,133,Cancelled,7/14/2016 6:51,,,6,7/14/2016,Thursday
5116,City,133,Cancelled,7/14/2016 20:08,,,20,7/14/2016,Thursday
1114,Airport,134,Cancelled,11/7/2016 20:19,,,20,11/7/2016,Monday
5221,Airport,134,Cancelled,7/14/2016 21:01,,,21,7/14/2016,Thursday
5643,City,134,Cancelled,7/15/2016 6:50,,,6,7/15/2016,Friday
1742,City,135,Cancelled,12/7/2016 8:30,,,8,12/7/2016,Wednesday
1979,Airport,135,Cancelled,12/7/2016 12:25,,,12,12/7/2016,Wednesday
2860,City,135,Cancelled,7/13/2016 5:41,,,5,7/13/2016,Wednesday
3206,City,135,Cancelled,7/13/2016 9:41,,,9,7/13/2016,Wednesday
5475,City,135,Cancelled,7/15/2016 4:49,,,4,7/15/2016,Friday
5710,City,135,Cancelled,7/15/2016 7:38,,,7,7/15/2016,Friday
1555,Airport,136,Cancelled,12/7/2016 6:10,,,6,12/7/2016,Wednesday
2672,City,136,Cancelled,12/7/2016 23:41,,,23,12/7/2016,Wednesday
3697,Airport,136,Cancelled,7/13/2016 19:49,,,19,7/13/2016,Wednesday
4928,Airport,136,Cancelled,7/14/2016 18:16,,,18,7/14/2016,Thursday
5663,City,136,Cancelled,7/15/2016 7:02,,,7,7/15/2016,Friday
164,City,137,Cancelled,11/7/2016 5:40,,,5,11/7/2016,Monday
2985,City,137,Cancelled,7/13/2016 7:05,,,7,7/13/2016,Wednesday
3248,City,137,Cancelled,7/13/2016 10:17,,,10,7/13/2016,Wednesday
3794,City,137,Cancelled,7/13/2016 20:54,,,20,7/13/2016,Wednesday
4834,Airport,137,Cancelled,7/14/2016 17:29,,,17,7/14/2016,Thursday
5517,City,137,Cancelled,7/15/2016 5:11,,,5,7/15/2016,Friday
466,City,138,Cancelled,11/7/2016 9:14,,,9,11/7/2016,Monday
1678,City,138,Cancelled,12/7/2016 7:39,,,7,12/7/2016,Wednesday
1801,City,138,Cancelled,12/7/2016 9:18,,,9,12/7/2016,Wednesday
1819,City,138,Cancelled,12/7/2016 9:25,,,9,12/7/2016,Wednesday
3020,City,138,Cancelled,7/13/2016 7:30,,,7,7/13/2016,Wednesday
3169,Airport,138,Cancelled,7/13/2016 9:13,,,9,7/13/2016,Wednesday
3495,Airport,138,Cancelled,7/13/2016 17:32,,,17,7/13/2016,Wednesday
4365,City,138,Cancelled,7/14/2016 7:28,,,7,7/14/2016,Thursday
4562,City,138,Cancelled,7/14/2016 9:48,,,9,7/14/2016,Thursday
1697,City,139,Cancelled,12/7/2016 7:59,,,7,12/7/2016,Wednesday
1853,City,139,Cancelled,12/7/2016 9:51,,,9,12/7/2016,Wednesday
2848,City,139,Cancelled,7/13/2016 5:36,,,5,7/13/2016,Wednesday
4327,City,139,Cancelled,7/14/2016 7:07,,,7,7/14/2016,Thursday
4345,City,139,Cancelled,7/14/2016 7:22,,,7,7/14/2016,Thursday
4802,City,139,Cancelled,7/14/2016 17:07,,,17,7/14/2016,Thursday
1955,Airport,140,Cancelled,12/7/2016 11:47,,,11,12/7/2016,Wednesday
3840,Airport,140,Cancelled,7/13/2016 21:33,,,21,7/13/2016,Wednesday
4183,City,140,Cancelled,7/14/2016 5:20,,,5,7/14/2016,Thursday
4465,City,140,Cancelled,7/14/2016 8:39,,,8,7/14/2016,Thursday
1795,City,141,Cancelled,12/7/2016 9:03,,,9,12/7/2016,Wednesday
2049,Airport,141,Cancelled,12/7/2016 14:45,,,14,12/7/2016,Wednesday
2811,City,141,Cancelled,7/13/2016 5:05,,,5,7/13/2016,Wednesday
3171,Airport,141,Cancelled,7/13/2016 9:17,,,9,7/13/2016,Wednesday
4557,City,141,Cancelled,7/14/2016 9:42,,,9,7/14/2016,Thursday
5538,City,141,Cancelled,7/15/2016 5:28,,,5,7/15/2016,Friday
556,City,142,Cancelled,11/7/2016 10:11,,,10,11/7/2016,Monday
1854,City,142,Cancelled,12/7/2016 9:47,,,9,12/7/2016,Wednesday
1897,City,142,Cancelled,12/7/2016 10:23,,,10,12/7/2016,Wednesday
2537,City,142,Cancelled,12/7/2016 21:13,,,21,12/7/2016,Wednesday
3053,City,142,Cancelled,7/13/2016 7:44,,,7,7/13/2016,Wednesday
3050,City,142,Cancelled,7/13/2016 7:48,,,7,7/13/2016,Wednesday
3110,City,142,Cancelled,7/13/2016 8:34,,,8,7/13/2016,Wednesday
5524,City,142,Cancelled,7/15/2016 5:13,,,5,7/15/2016,Friday
5714,City,142,Cancelled,7/15/2016 7:33,,,7,7/15/2016,Friday
5783,City,142,Cancelled,7/15/2016 8:30,,,8,7/15/2016,Friday
1982,City,143,Cancelled,12/7/2016 12:20,,,12,12/7/2016,Wednesday
5251,Airport,143,Cancelled,7/14/2016 21:17,,,21,7/14/2016,Thursday
85,City,144,Cancelled,11/7/2016 4:47,,,4,11/7/2016,Monday
459,City,144,Cancelled,11/7/2016 9:17,,,9,11/7/2016,Monday
1507,City,144,Cancelled,12/7/2016 5:44,,,5,12/7/2016,Wednesday
4231,City,144,Cancelled,7/14/2016 5:56,,,5,7/14/2016,Thursday
4427,City,144,Cancelled,7/14/2016 8:22,,,8,7/14/2016,Thursday
5640,City,144,Cancelled,7/15/2016 6:42,,,6,7/15/2016,Friday
317,City,145,Cancelled,11/7/2016 7:29,,,7,11/7/2016,Monday
5581,City,145,Cancelled,7/15/2016 5:53,,,5,7/15/2016,Friday
6288,City,145,Cancelled,7/15/2016 18:17,,,18,7/15/2016,Friday
1267,City,146,Cancelled,11/7/2016 22:01,,,22,11/7/2016,Monday
2026,Airport,146,Cancelled,12/7/2016 14:00,,,14,12/7/2016,Wednesday
2150,City,146,Cancelled,12/7/2016 17:16,,,17,12/7/2016,Wednesday
2389,City,146,Cancelled,12/7/2016 19:52,,,19,12/7/2016,Wednesday
954,Airport,147,Cancelled,11/7/2016 18:35,,,18,11/7/2016,Monday
2795,City,147,Cancelled,7/13/2016 4:55,,,4,7/13/2016,Wednesday
4184,City,147,Cancelled,7/14/2016 5:19,,,5,7/14/2016,Thursday
4563,City,147,Cancelled,7/14/2016 9:46,,,9,7/14/2016,Thursday
774,Airport,148,Cancelled,11/7/2016 16:28,,,16,11/7/2016,Monday
2777,City,148,Cancelled,7/13/2016 4:43,,,4,7/13/2016,Wednesday
2891,City,148,Cancelled,7/13/2016 5:52,,,5,7/13/2016,Wednesday
6377,City,148,Cancelled,7/15/2016 19:14,,,19,7/15/2016,Friday
1561,City,149,Cancelled,12/7/2016 6:14,,,6,12/7/2016,Wednesday
1888,City,149,Cancelled,12/7/2016 10:12,,,10,12/7/2016,Wednesday
4192,City,149,Cancelled,7/14/2016 5:25,,,5,7/14/2016,Thursday
4455,City,149,Cancelled,7/14/2016 8:33,,,8,7/14/2016,Thursday
4527,City,149,Cancelled,7/14/2016 9:27,,,9,7/14/2016,Thursday
4575,City,149,Cancelled,7/14/2016 9:54,,,9,7/14/2016,Thursday
1116,Airport,150,Cancelled,11/7/2016 20:25,,,20,11/7/2016,Monday
3061,City,150,Cancelled,7/13/2016 7:53,,,7,7/13/2016,Wednesday
4431,City,150,Cancelled,7/14/2016 8:23,,,8,7/14/2016,Thursday
227,Airport,151,Cancelled,11/7/2016 6:20,,,6,11/7/2016,Monday
1434,City,151,Cancelled,12/7/2016 4:43,,,4,12/7/2016,Wednesday
3040,City,151,Cancelled,7/13/2016 7:41,,,7,7/13/2016,Wednesday
4366,City,152,Cancelled,7/14/2016 7:29,,,7,7/14/2016,Thursday
4594,City,152,Cancelled,7/14/2016 10:07,,,10,7/14/2016,Thursday
358,City,153,Cancelled,11/7/2016 8:00,,,8,11/7/2016,Monday
865,Airport,153,Cancelled,11/7/2016 17:58,,,17,11/7/2016,Monday
4822,Airport,153,Cancelled,7/14/2016 17:20,,,17,7/14/2016,Thursday
5290,Airport,153,Cancelled,7/14/2016 21:50,,,21,7/14/2016,Thursday
1202,Airport,154,Cancelled,11/7/2016 21:20,,,21,11/7/2016,Monday
2840,City,154,Cancelled,7/13/2016 5:26,,,5,7/13/2016,Wednesday
5642,City,154,Cancelled,7/15/2016 6:51,,,6,7/15/2016,Friday
5788,City,154,Cancelled,7/15/2016 8:32,,,8,7/15/2016,Friday
5792,City,154,Cancelled,7/15/2016 8:38,,,8,7/15/2016,Friday
1172,Airport,155,Cancelled,11/7/2016 20:49,,,20,11/7/2016,Monday
5860,City,155,Cancelled,7/15/2016 9:13,,,9,7/15/2016,Friday
1245,Airport,156,Cancelled,11/7/2016 21:41,,,21,11/7/2016,Monday
1544,City,157,Cancelled,12/7/2016 6:04,,,6,12/7/2016,Wednesday
4287,City,157,Cancelled,7/14/2016 6:33,,,6,7/14/2016,Thursday
4308,City,157,Cancelled,7/14/2016 6:48,,,6,7/14/2016,Thursday
5577,City,157,Cancelled,7/15/2016 5:55,,,5,7/15/2016,Friday
5760,City,157,Cancelled,7/15/2016 8:14,,,8,7/15/2016,Friday
5855,City,157,Cancelled,7/15/2016 9:06,,,9,7/15/2016,Friday
76,City,158,Cancelled,11/7/2016 4:45,,,4,11/7/2016,Monday
366,City,158,Cancelled,11/7/2016 8:04,,,8,11/7/2016,Monday
371,City,158,Cancelled,11/7/2016 8:07,,,8,11/7/2016,Monday
3564,Airport,158,Cancelled,7/13/2016 18:18,,,18,7/13/2016,Wednesday
181,City,159,Cancelled,11/7/2016 5:46,,,5,11/7/2016,Monday
1503,City,159,Cancelled,12/7/2016 5:39,,,5,12/7/2016,Wednesday
1863,City,159,Cancelled,12/7/2016 9:55,,,9,12/7/2016,Wednesday
175,City,160,Cancelled,11/7/2016 5:45,,,5,11/7/2016,Monday
1749,City,160,Cancelled,12/7/2016 8:33,,,8,12/7/2016,Wednesday
2781,City,160,Cancelled,7/13/2016 4:42,,,4,7/13/2016,Wednesday
319,City,161,Cancelled,11/7/2016 7:33,,,7,11/7/2016,Monday
439,City,161,Cancelled,11/7/2016 8:55,,,8,11/7/2016,Monday
4201,City,162,Cancelled,7/14/2016 5:32,,,5,7/14/2016,Thursday
736,City,163,Cancelled,11/7/2016 15:27,,,15,11/7/2016,Monday
929,Airport,163,Cancelled,11/7/2016 18:24,,,18,11/7/2016,Monday
1793,City,163,Cancelled,12/7/2016 9:13,,,9,12/7/2016,Wednesday
5926,City,163,Cancelled,7/15/2016 10:05,,,10,7/15/2016,Friday
345,City,164,Cancelled,11/7/2016 7:52,,,7,11/7/2016,Monday
1051,Airport,164,Cancelled,11/7/2016 19:44,,,19,11/7/2016,Monday
3213,City,164,Cancelled,7/13/2016 9:44,,,9,7/13/2016,Wednesday
3841,Airport,164,Cancelled,7/13/2016 21:33,,,21,7/13/2016,Wednesday
4168,City,164,Cancelled,7/14/2016 5:05,,,5,7/14/2016,Thursday
4657,Airport,164,Cancelled,7/14/2016 12:00,,,12,7/14/2016,Thursday
5272,City,164,Cancelled,7/14/2016 21:30,,,21,7/14/2016,Thursday
5765,City,164,Cancelled,7/15/2016 8:18,,,8,7/15/2016,Friday
261,City,165,Cancelled,11/7/2016 6:42,,,6,11/7/2016,Monday
525,City,165,Cancelled,11/7/2016 9:52,,,9,11/7/2016,Monday
1500,City,165,Cancelled,12/7/2016 5:32,,,5,12/7/2016,Wednesday
1640,City,165,Cancelled,12/7/2016 7:18,,,7,12/7/2016,Wednesday
2885,City,165,Cancelled,7/13/2016 5:54,,,5,7/13/2016,Wednesday
4386,City,165,Cancelled,7/14/2016 7:48,,,7,7/14/2016,Thursday
1190,Airport,166,Cancelled,11/7/2016 21:13,,,21,11/7/2016,Monday
1549,City,166,Cancelled,12/7/2016 6:02,,,6,12/7/2016,Wednesday
2834,City,166,Cancelled,7/13/2016 5:22,,,5,7/13/2016,Wednesday
2862,City,166,Cancelled,7/13/2016 5:41,,,5,7/13/2016,Wednesday
3054,City,166,Cancelled,7/13/2016 7:48,,,7,7/13/2016,Wednesday
3405,Airport,166,Cancelled,7/13/2016 15:13,,,15,7/13/2016,Wednesday
4153,City,166,Cancelled,7/14/2016 4:59,,,4,7/14/2016,Thursday
5424,City,166,Cancelled,7/15/2016 2:13,,,2,7/15/2016,Friday
6561,Airport,166,Cancelled,7/15/2016 21:08,,,21,7/15/2016,Friday
1623,City,167,Cancelled,12/7/2016 6:58,,,6,12/7/2016,Wednesday
2061,City,167,Cancelled,12/7/2016 15:05,,,15,12/7/2016,Wednesday
3183,City,167,Cancelled,7/13/2016 9:20,,,9,7/13/2016,Wednesday
240,City,168,Cancelled,11/7/2016 6:29,,,6,11/7/2016,Monday
1011,Airport,168,Cancelled,11/7/2016 19:08,,,19,11/7/2016,Monday
1755,City,168,Cancelled,12/7/2016 8:40,,,8,12/7/2016,Wednesday
1893,City,168,Cancelled,12/7/2016 10:17,,,10,12/7/2016,Wednesday
177,City,169,Cancelled,11/7/2016 5:48,,,5,11/7/2016,Monday
1162,Airport,169,Cancelled,11/7/2016 20:43,,,20,11/7/2016,Monday
1456,City,169,Cancelled,12/7/2016 4:56,,,4,12/7/2016,Wednesday
